id,session,datetime,value
1,6,2025-09-17 12:10:53.185698,26.27
2,6,2025-09-17 12:11:23.199409,26.48
3,6,2025-09-17 12:11:54.44353,28.78
4,6,2025-09-17 12:12:54.172326,29.91
5,6,2025-09-17 12:12:56.721254,29.14
6,6,2025-09-17 12:13:26.7477,28.16
7,6,2025-09-17 12:13:56.715738,27.81
8,6,2025-09-17 12:14:27.757577,29.03
9,7,2025-09-17 13:17:17.113345,150.25
10,7,2025-09-17 13:17:47.66985,144.24
11,7,2025-09-17 13:18:18.238561,138.70
12,7,2025-09-17 13:18:48.741683,133.21
13,7,2025-09-17 13:19:19.282859,128.15
14,7,2025-09-17 13:19:49.813077,123.55
15,7,2025-09-17 13:20:20.349128,119.21
16,7,2025-09-17 13:20:50.902604,115.12
17,7,2025-09-17 13:21:21.45586,111.59
18,7,2025-09-17 13:21:52.000718,107.93
19,7,2025-09-17 13:22:22.531522,106.62
20,7,2025-09-17 13:22:53.074089,103.99
21,7,2025-09-17 13:23:23.624782,100.31
22,7,2025-09-17 13:23:54.697828,93.82
23,7,2025-09-17 13:24:25.481812,85.57
24,7,2025-09-17 13:24:55.27389,88.34
25,7,2025-09-17 13:25:25.81761,89.90
26,7,2025-09-17 13:25:56.365688,92.33
27,7,2025-09-17 13:26:26.902837,92.74
28,9,2025-09-17 13:31:41.212425,269.79
29,10,2025-09-17 13:33:01.842216,232.39
30,10,2025-09-17 13:33:32.418219,221.20
31,10,2025-09-17 13:34:02.970944,209.19
32,10,2025-09-17 13:34:33.553877,199.75
33,10,2025-09-17 13:35:04.137613,191.05
34,10,2025-09-17 13:35:34.702412,183.00
35,10,2025-09-17 13:36:05.289258,175.73
36,10,2025-09-17 13:36:35.855374,168.54
37,10,2025-09-17 13:37:06.399523,161.76
38,10,2025-09-17 13:37:36.978854,155.56
39,11,2025-09-17 13:51:01.095583,71.26
40,11,2025-09-17 13:51:31.659211,101.62
41,11,2025-09-17 13:52:03.215741,142.94
42,11,2025-09-17 13:52:32.78684,109.62
43,11,2025-09-17 13:53:03.372192,136.10
44,11,2025-09-17 13:53:33.946073,153.92
45,11,2025-09-17 13:54:04.527587,167.53
46,11,2025-09-17 13:54:35.126288,120.49
47,11,2025-09-17 13:55:05.744064,124.53
48,11,2025-09-17 13:55:36.346013,111.18
49,11,2025-09-17 13:56:06.970717,112.07
50,11,2025-09-17 13:56:37.567943,119.01
51,11,2025-09-17 13:57:08.165928,141.39
52,11,2025-09-17 13:57:38.763098,142.85
53,11,2025-09-17 13:58:09.362908,148.39
54,11,2025-09-17 13:58:40.211742,147.25
55,11,2025-09-17 13:59:11.05215,143.86
56,11,2025-09-17 13:59:41.640053,140.12
57,12,2025-09-17 14:18:27.065201,47.67
58,12,2025-09-17 14:18:57.626472,48.26
59,12,2025-09-17 14:19:28.181766,48.92
60,12,2025-09-17 14:19:58.696946,50.55
61,12,2025-09-17 14:20:29.233338,52.43
62,12,2025-09-17 14:20:59.780251,54.61
63,12,2025-09-17 14:21:30.309648,57.12
64,12,2025-09-17 14:22:00.85422,59.24
65,12,2025-09-17 14:22:31.40221,61.27
66,12,2025-09-17 14:23:01.949212,63.57
67,12,2025-09-17 14:23:32.467371,65.60
68,12,2025-09-17 14:24:03.021499,67.94
69,12,2025-09-17 14:24:33.565637,69.61
70,12,2025-09-17 14:25:04.109686,71.13
71,12,2025-09-17 14:25:34.671745,72.99
72,12,2025-09-17 14:26:05.186927,74.43
73,12,2025-09-17 14:26:36.770533,75.74
74,12,2025-09-17 14:27:06.318033,76.76
75,12,2025-09-17 14:27:36.838758,78.34
76,12,2025-09-17 14:28:07.400796,79.71
77,12,2025-09-17 14:28:37.914327,81.03
78,12,2025-09-17 14:29:08.459768,82.08
79,12,2025-09-17 14:29:39.031485,83.18
80,12,2025-09-17 14:30:09.559899,84.10
81,12,2025-09-17 14:30:40.089972,85.45
82,13,2025-09-17 14:31:57.994456,132.89
83,13,2025-09-17 14:32:28.549412,174.04
84,13,2025-09-17 14:32:59.084798,170.22
85,13,2025-09-17 14:33:29.650573,146.78
86,13,2025-09-17 14:34:00.180284,135.17
87,13,2025-09-17 14:34:30.727799,136.46
88,13,2025-09-17 14:35:01.288726,128.33
89,13,2025-09-17 14:35:31.843799,120.16
90,13,2025-09-17 14:36:02.396309,108.46
91,13,2025-09-17 14:36:32.95154,105.85
92,13,2025-09-17 14:37:03.490896,104.17
93,13,2025-09-17 14:37:34.044149,101.29
94,13,2025-09-17 14:38:04.599217,94.87
95,13,2025-09-17 14:38:35.159801,99.47
96,13,2025-09-17 14:39:05.698049,96.91
97,13,2025-09-17 14:39:36.236136,98.85
98,13,2025-09-17 14:40:06.797233,96.68
99,13,2025-09-17 14:40:37.368794,98.36
100,13,2025-09-17 14:41:07.910693,98.64
101,13,2025-09-17 14:41:38.430166,97.38
102,13,2025-09-17 14:42:08.993002,96.21
103,13,2025-09-17 14:42:39.542855,99.86
104,13,2025-09-17 14:43:10.128701,98.28
105,13,2025-09-17 14:43:40.668078,107.24
106,13,2025-09-17 14:44:11.210076,107.70
107,13,2025-09-17 14:44:41.807274,110.00
108,13,2025-09-17 14:45:12.31241,110.37
109,13,2025-09-17 14:45:43.161572,110.30
110,13,2025-09-17 14:46:13.941643,116.30
111,13,2025-09-17 14:46:44.514609,132.71
112,14,2025-09-17 14:47:50.796483,114.39
113,14,2025-09-17 14:48:21.336034,109.83
114,14,2025-09-17 14:48:51.908602,107.06
115,14,2025-09-17 14:49:22.502597,105.56
116,14,2025-09-17 14:49:53.008882,107.74
117,14,2025-09-17 14:50:23.577905,112.22
118,14,2025-09-17 14:50:54.14283,115.50
119,14,2025-09-17 14:51:24.685396,117.86
120,14,2025-09-17 14:51:55.259179,187.50
121,14,2025-09-17 14:52:25.807781,115.52
122,14,2025-09-17 14:52:56.354436,116.15
123,14,2025-09-17 14:53:26.927246,114.39
124,14,2025-09-17 14:53:57.490404,123.30
125,14,2025-09-17 14:54:28.031024,89.67
126,15,2025-09-17 14:56:39.922059,110.80
127,15,2025-09-17 14:57:10.486935,103.31
128,15,2025-09-17 14:57:41.111095,109.12
129,15,2025-09-17 14:58:11.617946,128.92
130,15,2025-09-17 14:58:42.151559,147.87
131,15,2025-09-17 14:59:12.715019,164.04
132,15,2025-09-17 14:59:43.278269,177.14
133,15,2025-09-17 15:00:14.895524,187.53
134,15,2025-09-17 15:00:44.423437,196.65
135,15,2025-09-17 15:01:14.993082,200.39
136,15,2025-09-17 15:01:45.5287,204.50
137,15,2025-09-17 15:02:16.115452,205.60
138,15,2025-09-17 15:02:46.686303,209.86
139,15,2025-09-17 15:03:17.258019,211.38
140,15,2025-09-17 15:03:47.814062,197.89
141,15,2025-09-17 15:04:18.38953,190.77
142,15,2025-09-17 15:04:48.939301,182.77
143,15,2025-09-17 15:05:19.527869,176.11
144,15,2025-09-17 15:05:50.109597,184.88
145,16,2025-09-17 15:07:47.870345,158.28
146,16,2025-09-17 15:08:18.444862,168.10
147,16,2025-09-17 15:08:49.007638,177.58
148,16,2025-09-17 15:09:19.619733,353.74
149,16,2025-09-17 15:09:50.160433,209.21
150,16,2025-09-17 15:10:20.737117,211.10
151,16,2025-09-17 15:10:51.324049,216.80
152,16,2025-09-17 15:11:21.908661,220.14
153,16,2025-09-17 15:11:52.533529,220.44
154,16,2025-09-17 15:12:23.077304,222.88
155,16,2025-09-17 15:12:53.662416,225.87
156,16,2025-09-17 15:13:24.226254,219.51
157,16,2025-09-17 15:13:54.84512,207.54
158,16,2025-09-17 15:14:25.409699,201.09
159,16,2025-09-17 15:14:55.980319,79.53
160,16,2025-09-17 15:15:26.542108,106.69
161,16,2025-09-17 15:15:57.108031,93.40
162,16,2025-09-17 15:16:27.694613,94.54
163,16,2025-09-17 15:16:58.248021,95.28
164,16,2025-09-17 15:17:28.82035,98.39
165,16,2025-09-17 15:17:59.34616,97.73
166,16,2025-09-17 15:18:29.936065,101.16
167,16,2025-09-17 15:19:00.485053,101.91
168,16,2025-09-17 15:19:31.04646,107.13
169,16,2025-09-17 15:20:01.608693,289.80
170,16,2025-09-17 15:20:33.166983,271.15
171,17,2025-09-17 15:22:39.848273,123.39
172,17,2025-09-17 15:23:10.405556,144.06
173,17,2025-09-17 15:23:40.960137,162.78
174,17,2025-09-17 15:24:11.511221,178.31
175,17,2025-09-17 15:24:42.091531,190.32
176,17,2025-09-17 15:25:12.648412,200.77
177,17,2025-09-17 15:25:43.225439,200.65
178,17,2025-09-17 15:26:13.846919,200.51
179,17,2025-09-17 15:26:44.3769,200.90
180,17,2025-09-17 15:27:14.954734,206.06
181,17,2025-09-17 15:27:45.754773,204.54
182,17,2025-09-17 15:28:16.608524,208.89
183,17,2025-09-17 15:28:47.190137,197.72
184,17,2025-09-17 15:29:17.803316,197.57
185,17,2025-09-17 15:29:48.356933,190.72
186,17,2025-09-17 15:30:18.923166,194.23
187,17,2025-09-17 15:30:49.518292,205.83
188,17,2025-09-17 15:31:20.086948,198.80
189,17,2025-09-17 15:31:50.898549,200.24
190,17,2025-09-17 15:32:21.735932,200.74
191,17,2025-09-17 15:32:52.321416,193.51
192,17,2025-09-17 15:33:22.891638,197.31
193,17,2025-09-17 15:33:53.450521,197.16
194,17,2025-09-17 15:34:24.009056,197.72
195,18,2025-09-17 15:36:24.690664,266.99
196,18,2025-09-17 15:36:55.233028,252.19
197,18,2025-09-17 15:37:25.823332,238.49
198,18,2025-09-17 15:37:56.413194,226.08
199,18,2025-09-17 15:38:26.956177,214.46
200,18,2025-09-17 15:38:57.515252,204.04
201,18,2025-09-17 15:39:28.072688,194.80
202,18,2025-09-17 15:39:58.663032,186.05
203,18,2025-09-17 15:40:29.189091,178.03
204,18,2025-09-17 15:40:59.761188,170.64
205,18,2025-09-17 15:41:30.30676,163.58
206,18,2025-09-17 15:42:00.854155,157.19
207,18,2025-09-17 15:42:31.413823,61.20
208,18,2025-09-17 15:43:01.988385,69.79
209,18,2025-09-17 15:43:32.533987,100.79
210,18,2025-09-17 15:44:03.095409,145.67
211,18,2025-09-17 15:44:33.621965,167.97
212,18,2025-09-17 15:45:04.18946,192.12
213,18,2025-09-17 15:45:34.769801,126.13
214,18,2025-09-17 15:46:05.331676,128.87
215,18,2025-09-17 15:46:35.887404,108.42
216,18,2025-09-17 15:47:06.481787,101.63
217,18,2025-09-17 15:47:37.0349,98.15
218,18,2025-09-17 15:48:07.600163,96.29
219,18,2025-09-17 15:48:38.149128,100.72
220,18,2025-09-17 15:49:08.71349,99.06
221,18,2025-09-17 15:49:39.276725,100.62
222,18,2025-09-17 15:50:09.845392,111.73
223,18,2025-09-17 15:50:40.403013,110.25
224,18,2025-09-17 15:51:10.98683,103.54
225,18,2025-09-17 15:51:41.52515,104.97
226,18,2025-09-17 15:52:12.103369,106.25
227,18,2025-09-17 15:52:42.653567,106.16
228,18,2025-09-17 15:53:13.214441,102.49
229,18,2025-09-17 15:53:43.773823,100.87
230,18,2025-09-17 15:54:14.337874,98.31
231,18,2025-09-17 15:54:44.875805,96.37
232,18,2025-09-17 15:55:15.459928,94.71
233,18,2025-09-17 15:55:45.990316,93.09
234,18,2025-09-17 15:56:16.570021,91.88
235,18,2025-09-17 15:56:47.110951,90.82
236,18,2025-09-17 15:57:17.660303,90.07
237,18,2025-09-17 15:57:48.213667,89.01
238,18,2025-09-17 15:58:18.768754,88.08
239,18,2025-09-17 15:58:49.325754,87.25
240,18,2025-09-17 15:59:19.886789,87.48
241,18,2025-09-17 15:59:50.41651,87.03
242,18,2025-09-17 16:00:21.010478,86.46
243,18,2025-09-17 16:00:51.520979,85.92
244,18,2025-09-17 16:01:22.063409,85.42
245,18,2025-09-17 16:01:52.629639,84.77
246,18,2025-09-17 16:02:23.174474,84.42
247,18,2025-09-17 16:02:53.692039,84.02
248,18,2025-09-17 16:03:24.252259,83.86
249,18,2025-09-17 16:03:54.817826,83.93
250,18,2025-09-17 16:04:25.345642,84.09
251,18,2025-09-17 16:04:55.905099,84.26
252,18,2025-09-17 16:05:26.435894,79.09
253,18,2025-09-17 16:05:57.008715,78.61
254,18,2025-09-17 16:06:27.553652,81.89
255,18,2025-09-17 16:06:58.109276,84.04
256,18,2025-09-17 16:07:28.648711,84.53
257,18,2025-09-17 16:07:59.204005,98.37
258,18,2025-09-17 16:08:29.764269,91.98
259,18,2025-09-17 16:09:00.316029,316.33
260,18,2025-09-17 16:09:30.858589,76.05
261,19,2025-09-17 16:14:14.792844,92.10
262,19,2025-09-17 16:14:45.33421,89.83
263,19,2025-09-17 16:15:15.906436,96.24
264,19,2025-09-17 16:15:46.498471,116.84
265,19,2025-09-17 16:16:16.984372,130.24
266,19,2025-09-17 16:16:47.552164,99.08
267,19,2025-09-17 16:17:18.077455,96.21
268,19,2025-09-17 16:17:48.637559,93.92
269,19,2025-09-17 16:18:19.181154,91.49
270,19,2025-09-17 16:18:49.739845,91.51
271,19,2025-09-17 16:19:20.299525,86.37
272,19,2025-09-17 16:19:50.830424,85.93
273,19,2025-09-17 16:20:21.377293,89.07
274,19,2025-09-17 16:20:51.941843,91.53
275,19,2025-09-17 16:21:22.487483,91.49
276,19,2025-09-17 16:21:53.023625,77.69
277,19,2025-09-17 16:22:23.565628,79.08
278,19,2025-09-17 16:22:54.133431,82.26
279,19,2025-09-17 16:23:24.679574,84.75
280,19,2025-09-17 16:23:55.209807,86.30
281,19,2025-09-17 16:24:25.75963,86.93
282,19,2025-09-17 16:24:56.311943,87.88
283,19,2025-09-17 16:25:26.864466,87.59
284,19,2025-09-17 16:25:57.432274,88.42
285,19,2025-09-17 16:26:27.968083,86.17
286,19,2025-09-17 16:26:58.520579,86.93
287,19,2025-09-17 16:27:29.090397,88.14
288,19,2025-09-17 16:27:59.672555,89.14
289,19,2025-09-17 16:28:30.201826,89.88
290,19,2025-09-17 16:29:00.731965,90.31
291,19,2025-09-17 16:29:31.291393,90.98
292,19,2025-09-17 16:30:02.064054,91.32
293,19,2025-09-17 16:30:32.923661,85.33
294,19,2025-09-17 16:31:03.491783,94.29
295,19,2025-09-17 16:31:34.003821,94.90
296,19,2025-09-17 16:32:04.568048,94.05
297,19,2025-09-17 16:32:35.123944,90.43
298,19,2025-09-17 16:33:05.680221,346.60
299,20,2025-09-17 16:34:21.002645,172.24
300,20,2025-09-17 16:34:51.588007,140.69
301,20,2025-09-17 16:35:22.132646,149.58
302,20,2025-09-17 16:35:52.699731,158.73
303,20,2025-09-17 16:36:23.276289,157.71
304,20,2025-09-17 16:36:53.844758,169.02
305,20,2025-09-17 16:37:24.427889,172.12
306,20,2025-09-17 16:37:55.009888,169.86
307,20,2025-09-17 16:38:25.54505,184.04
308,20,2025-09-17 16:38:56.121267,202.18
309,20,2025-09-17 16:39:26.697407,217.38
310,20,2025-09-17 16:39:57.235529,229.85
311,20,2025-09-17 16:40:27.859549,240.00
312,20,2025-09-17 16:40:58.416938,239.10
313,20,2025-09-17 16:41:28.995801,246.78
314,20,2025-09-17 16:41:59.574087,239.81
315,20,2025-09-17 16:42:30.136797,221.02
316,20,2025-09-17 16:43:00.731005,213.85
317,20,2025-09-17 16:43:31.330798,207.32
318,20,2025-09-17 16:44:01.87366,196.13
319,20,2025-09-17 16:44:32.449986,193.67
320,20,2025-09-17 16:45:03.294553,189.99
321,20,2025-09-17 16:45:34.123016,183.75
322,20,2025-09-17 16:46:04.687444,173.98
323,20,2025-09-17 16:46:35.265766,172.65
324,20,2025-09-17 16:47:05.842932,168.97
325,20,2025-09-17 16:47:36.381894,163.54
326,20,2025-09-17 16:48:06.975869,156.07
327,20,2025-09-17 16:48:37.547127,180.05
328,20,2025-09-17 16:49:08.077866,154.33
329,20,2025-09-17 16:49:38.66176,155.50
330,20,2025-09-17 16:50:09.222995,169.50
331,20,2025-09-17 16:50:39.804656,175.70
332,20,2025-09-17 16:51:10.366955,176.68
333,20,2025-09-17 16:51:40.937962,187.42
334,20,2025-09-17 16:52:11.525955,187.13
335,20,2025-09-17 16:52:42.099164,189.34
336,20,2025-09-17 16:53:12.649426,178.33
337,20,2025-09-17 16:53:43.222972,168.18
338,20,2025-09-17 16:54:13.786931,158.69
339,20,2025-09-17 16:54:44.33128,150.69
340,21,2025-09-17 16:58:26.920681,95.27
341,21,2025-09-17 16:58:57.486069,95.08
342,21,2025-09-17 16:59:28.036368,95.07
343,21,2025-09-17 16:59:58.622453,103.28
344,21,2025-09-17 17:00:29.145068,121.39
345,21,2025-09-17 17:00:59.708852,94.37
346,21,2025-09-17 17:01:30.243325,93.84
347,21,2025-09-17 17:02:00.80851,105.79
348,21,2025-09-17 17:02:31.363805,113.18
349,21,2025-09-17 17:03:01.940482,150.77
350,21,2025-09-17 17:03:32.526999,133.60
351,21,2025-09-17 17:04:03.034092,133.79
352,21,2025-09-17 17:04:33.651265,113.86
353,21,2025-09-17 17:05:04.18962,114.96
354,21,2025-09-17 17:05:34.710306,117.61
355,21,2025-09-17 17:06:05.268456,120.94
356,21,2025-09-17 17:06:35.815486,136.40
357,21,2025-09-17 17:07:06.358475,94.41
358,21,2025-09-17 17:07:36.904542,95.11
359,21,2025-09-17 17:08:07.473669,94.69
360,21,2025-09-17 17:08:38.003876,97.78
361,21,2025-09-17 17:09:08.59645,95.28
362,21,2025-09-17 17:09:39.132874,214.73
363,21,2025-09-17 17:10:09.680028,203.45
364,21,2025-09-17 17:10:40.243618,193.19
365,21,2025-09-17 17:11:10.801992,90.42
366,21,2025-09-17 17:11:41.356806,92.97
367,21,2025-09-17 17:12:11.920739,125.49
368,21,2025-09-17 17:12:42.458716,141.06
369,22,2025-09-17 17:13:37.962818,148.60
370,22,2025-09-17 17:14:08.535625,120.71
371,22,2025-09-17 17:14:39.095858,103.01
372,22,2025-09-17 17:15:09.645223,99.94
373,22,2025-09-17 17:15:40.204816,131.09
374,22,2025-09-17 17:16:10.764838,116.68
375,22,2025-09-17 17:16:41.302275,160.64
376,22,2025-09-17 17:17:11.857842,119.95
377,22,2025-09-17 17:17:42.407119,147.04
378,22,2025-09-17 17:18:12.965396,140.20
379,22,2025-09-17 17:18:43.519486,234.80
380,22,2025-09-17 17:19:14.076023,370.74
381,22,2025-09-17 17:19:44.633362,185.57
382,22,2025-09-17 17:20:15.232988,195.09
383,22,2025-09-17 17:20:45.769612,158.36
384,22,2025-09-17 17:21:16.324108,179.48
385,22,2025-09-17 17:21:46.887558,197.53
386,22,2025-09-17 17:22:17.432058,204.40
387,22,2025-09-17 17:22:48.033443,200.78
388,23,2025-09-22 14:55:40.162157,33.81
389,23,2025-09-22 14:56:10.101445,29.09
390,25,2025-09-22 19:06:24.56445,26.94
391,25,2025-09-22 19:06:40.312919,26.90
392,25,2025-09-22 19:06:56.04617,26.72
393,26,2025-09-22 19:11:07.879864,25.57
394,26,2025-09-22 19:11:23.67028,25.42
395,26,2025-09-22 19:11:39.377018,25.37
396,26,2025-09-22 19:11:55.135094,25.34
397,26,2025-09-22 19:12:10.873851,25.20
398,26,2025-09-22 19:12:26.62169,25.22
399,26,2025-09-22 19:12:42.367327,25.12
400,26,2025-09-22 19:12:58.116417,25.22
401,26,2025-09-22 19:13:13.879675,24.86
402,27,2025-09-22 19:33:09.233296,28.82
403,27,2025-09-22 19:33:24.95603,24.26
404,27,2025-09-22 19:33:40.723677,30.84
405,27,2025-09-22 19:33:56.460376,45.10
406,27,2025-09-22 19:34:12.214992,61.04
407,27,2025-09-22 19:34:27.950465,73.49
408,27,2025-09-22 19:34:43.710506,82.68
409,27,2025-09-22 19:34:59.438547,83.32
